OBJECTID,globalid,stopID,onSt,atSt,stopName,STP_P,BNCH,SHLT,TRF,_ADA,PUB_WAY,JURIS,AssessStatus,StNameChg,StNameChg2,Lighting,ADAPad,ROW_ADA,Sidewalk,Avg_Brd,Avg_Alght,Meter1,InstallPoleYN,TStopHoles,installInfo,routes,TNPExistingPoles,TParkPoles,TParkHoles,tParkPolesInstalled,tParkSigns,tParkSignsInstalled,Tholes,assignedPos,assignedInstSurf,installSurface,installPos,distToIntersection,estimated_irregular_distance_to,installBusStopPole,NPSurface,parkSignRear,parkSignNSFront,parkSignMBFront,parkSignFarside,installToSpec,install_comments,approved,approvalComments,delayInstall,CreationDate,Creator,EditDate,Editor,delayReason,delayResolved,delayComment,delayComments,initComments,curbCuts,ImprovPrior1,ImprovPrior2,BnchShelt,_Cost,AdoptA1,AdoptA2,ParkSign1,ParkSign2,STATE,COUNTY,POINT_X,POINT_Y,new_county,new_juris
"89",{0DC7DC80-67DE-4FE8-817C-84E89D91F42F},"4619",CHAMBERS RD,CLAIRMONT DR,CHAMBERS @ CLAIRMONT EB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,No SW Poor Condition,"4","10.26095","39.45748",None,no,"0",No,"3061","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:14.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,,No,No,NS Stop Pole,None Location,MO,ST LOUIS COUNTY,-90.268608,38.749333,ST. LOUIS COUNTY,Dellwood city
"90",{CFF11079-4DF5-45BA-8395-EAEC44ECA6C6},"4622",CHAMBERS RD,GREEN VALLEY DR,CHAMBERS @ GREEN VALLEY EB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,No SW Poor Condition,"4","8.462733","42.29782",None,no,"0",No,"3061","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:14.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.263569,38.749285,ST. LOUIS COUNTY,Dellwood city
"91",{0EC2A33A-C033-41D9-B7C5-C95DE93EEBFD},"4625",CHAMBERS RD,JACOBI AVE,CHAMBERS @ JACOBI EB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,No SW Poor Condition,"4","5.620707","16.81483",None,no,"0",No,"3061","0","0","0",,"0",,"0",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:14.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.259778,38.749218,ST. LOUIS COUNTY,Moline Acres city
"92",{618B1DE0-B1AB-412E-AA09-C3ED9ADB80E6},"4626",CHAMBERS RD,NOLTE AVE,CHAMBERS @ NOLTE EB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Poor Condition,"0","0.957748","6.039536",None,no,"1",No,"3061","1","1","1",,"2",,"1",NS,,ground,,,,,ground,"1","0","1","0",,,,,,2020-06-15T20:30:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,,No,"Yes, neighborhood",None present,"Mid Bus Stop, Metro ground",MO,ST LOUIS COUNTY,-90.2582829999999,38.749245,ST. LOUIS COUNTY,Moline Acres city
"93",{E85BA3C5-9B8A-4242-BF89-4618DCF1496A},"4627",CHAMBERS RD,HOBBITS GLEN CT,CHAMBERS @ HOBBITS GLEN COURT EB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,No SW Poor Condition,"4","1.090558","29.12303",None,no,"0",No,"3061","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.256264,38.7492310000001,ST. LOUIS COUNTY,Moline Acres city
"94",{7F18A99B-3749-44B0-808B-A292C9E8F93F},"4628",W CHAMBERS RD,W HALLS FERRY RD,CHAMBERS @ HALLS FERRY EB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,No SW Poor Condition,"4","13.41727","37.48047",None,no,"0",No,"3061","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Walgreens,"0",Moderate,High ridership stop.,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.253664,38.7493040000001,ST. LOUIS COUNTY,Moline Acres city
"95",{C2B0CBBE-9196-4BD5-8BE3-92EC57076FC4},"4652",NORTHGATE DR,CAMERON RD,NORTHGATE @ CAMERON NB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Narrow,"0","1.641035","12.30777",None,no,"1",No,"3060","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"Over $10,000",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2040249999999,38.750547,ST. LOUIS COUNTY,Riverview village
"96",{CC172528-D2BD-4302-9232-73E21492982C},"4654",CAMERON RD,ESTRIDGE RD,CAMERON @ ESTRIDGE EB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,No Sholder Narrow,"1","3.46301","19.11611",None,no,"1",No,"3060","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"Over $10,000",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.201106,38.752615,ST. LOUIS COUNTY,Riverview village
"97",{821DB02E-571B-4E4D-BE1F-DD5464BA2E85},"4655",CAMERON RD,TRONGATE PL,CAMERON @ TRONGATE PLACE EB,FS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,No Sholder Narrow,"0","1.662093","5.351678",None,no,"1",No,"3060","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"Over $10,000",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.198409,38.753545,ST. LOUIS COUNTY,Riverview village
"98",{79229B8D-CD31-4CA3-B13D-63F214EC12ED},"4656",CAMERON RD,SPRING GARDEN DR,CAMERON @ SPRING GARDEN EB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,No Sholder Narrow,"1","2.877989","8.335789",None,no,"0",No,"3060","1","1","1",,"2",,"0",NS,,ground,,,,,ground,"1","1","0","0",,,,,,2020-06-15T20:30:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,NS Metro ground,MO,ST LOUIS COUNTY,-90.195737,38.752353,ST. LOUIS COUNTY,St. Louis city
"99",{DD13C277-C8C6-4DFA-AF64-E712595D8138},"4657",W SPRING GARDEN DR,W SHEPLEY DR,SPRING GARDEN @ SHEPLEY SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,No Sholder Poor Condition,"4","14.25306","6.476387",None,no,"1",No,"3060","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:20.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.195114,38.752917,ST. LOUIS COUNTY,St. Louis city
"100",{24CDF7EA-E6B4-456B-96E2-4052BC7D4465},"4679",MIDLAND BLVD,PROUHET AVE,MIDLAND @ PROUHET EB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete, , ,No,No pad,Yes SW compliant, ,"0","0",None,no,"1", ,"3033","0","0","0",,"0",,"1",,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:20.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,, ,"3",Low, , ,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.3946999999999,38.703767,ST. LOUIS COUNTY,Overland city
"101",{C0CAE258-BF77-4267-B291-B7B971CEB2E9},"5022",MANCHESTER RD,BARRETT STATION RD,MANCHESTER @ BARRETT STATION WB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","1.087373","20.0672",None,no,"1",No,"3057","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:30:56.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,put breakaway 20 feet east offsite of county pole,"0",Low,,No,"$5,000-$9,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.474928,38.596731,ST. LOUIS COUNTY,Des Peres city
"102",{3A67ECFD-9047-4553-8B3D-EF64AC5BBAD9},"5023",MANCHESTER RD,S MASON RD,MANCHESTER @ MASON WB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","0.527777","4.944801",None,no,"1",No,"3057","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:30:56.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.480068,38.5961810000001,ST. LOUIS COUNTY,Town and Country city
"103",{C4AE2962-69EE-47BD-B177-5B1D11DA7E70},"5062",MANCHESTER RD,S MASON RD,MANCHESTER @ MASON EB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes Sholder compliant,"0","4.608836","1.462301",None,no,"1",No,"3057","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.4786539999999,38.596032,ST. LOUIS COUNTY,Town and Country city
"104",{8153C767-04F6-431A-8DA7-19F73334F7D1},"5063",BARRETT PARKWAY DR,BARRETT STATION RD,BARRETT PARKWAY @ BARRETT STATION WB,FS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes Sholder compliant,,"0","0",,no,"1","Yes, reset","3057","0","0","0",,,,"1",FS,,ground,,,,,Requirements Met,,,,,,,,,,2020-06-15T20:31:04.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,move west approximately 200 feet so bus stop is in shoulder,"2",Low,,,"$2,5000-$4,999",No,"Yes, business",,,MO,ST LOUIS COUNTY,-90.4742639999999,38.5954370000001,ST. LOUIS COUNTY,Des Peres city
"105",{52051E3C-0E69-415F-8850-BF796E24C16E},"5194",MANCHESTER RD,S WEIDMAN RD,MANCHESTER @ WEIDMAN EB,NS,YES,YES,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Shelter,No poor condition,No SW Poor Condition,"1","10.72904","3.512624",None,no,"1",No,"3057","1","0","0",,"1",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:31:21.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",High,shelter,No,"$1,000-$2,499",No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.492986,38.5948720000001,ST. LOUIS COUNTY,Town and Country city
"106",{E82B6EFC-A057-45EB-BA84-52793FCBB45C},"5482",BELLEFONTAINE RD,MURIEL DR,BELLEFONTAINE @ MURIEL SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","6.448641","8.864115",None,no,"1",No,"3078","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:39.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.219888,38.7745610000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"107",{48C60046-B984-41F2-9790-9D01EA8D87F5},"5483",BELLEFONTAINE RD,SURF SIDE DR,BELLEFONTAINE @ SURF SIDE NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","1.242833","1.781465",None,no,"1",No,"3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:39.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.219166,38.777293,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"108",{1FEE022B-A5BF-48F9-A69E-24D13668B84B},"5484",BELLEFONTAINE RD,JUNE DR,BELLEFONTAINE @ JUNE SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","1.559727","0.534544",None,no,"1",No,"3078","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:40.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.219363,38.776958,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"109",{41BC8FD1-C5F4-468E-8821-4464442902DC},"5485",BELLEFONTAINE RD,CLAUDINE DR,BELLEFONTAINE @ CLAUDINE SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","1.223012","1.07782",None,no,"1",No,"3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:40.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.2189729999999,38.778468,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"110",{A5017EC1-90BF-477A-BA13-741C9A8DD00D},"5487",BELLEFONTAINE RD,PRENDERGAST LN,BELLEFONTAINE @ PRENDERGAST SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","0.569624","0.446842",None,no,"1",No,"3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:40.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2180319999999,38.781774,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"111",{20494272-561D-42B0-B4E4-7A5FEC9F4C22},"5488",N BELLEFONTAINE RD,N REDMAN BLVD,BELLEFONTAINE @ REDMAN SB,FS,YES,YES,YES,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes SW compliant,"0","5.704565","2.289053",None,no,"0",No,"3078","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:40.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"Over $10,000",Yes,No,FS Stop Pole,Requirements Met,MO,ST LOUIS COUNTY,-90.217013,38.785374,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"112",{4DDF1633-6C3D-4C46-B71E-BA231D21A4D6},"5489",BELLEFONTAINE RD,TALISMAN LN,BELLEFONTAINE @ TALISMAN SB,NS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,,"0","30.47666","14.38775",None,no,"1",No,"3075, 3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:41.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2161369999999,38.7877740000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"113",{88B3B2AA-7861-4494-BE92-CD772DFCAABE},"5490",BELLEFONTAINE RD,PATTERN DR,BELLEFONTAINE @ PATTERN SB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","17.17901","9.660998",None,no,"0",No,"3075, 3078","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:41.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.215223,38.790333,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"114",{C5ADC751-B618-46FF-B8B1-A44FA1F49F65},"5491",BELLEFONTAINE RD,PARKER RD,BELLEFONTAINE @ PARKER SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","6.843931","1.473308",None,no,"0",No,"3075, 3078","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:41.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.214106,38.7935640000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"115",{55D6CD09-1546-408D-8BE3-9901624DCE57},"5494",PARKER RD,FONTAINE LN,PARKER @ FONTAINE WB,FS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,"Yes, At street",Parker Rd @ Fontaine Ln,No,No pad,No Sholder Narrow,"3","15.93119","6.955178",None,no,"1",No,"3078","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:41.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Relocate to Fontaine Ln,"0",Moderate,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.221419,38.79468,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"116",{7DAF0FF8-1691-449A-AF44-2F322E28481D},"5496",PARKER RD,ROSEMIST DR,PARKER @ ROSEMIST WB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Narrow,"4","0.083333","0.663572",None,no,"1",No,"3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:42.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"Over $10,000",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.22486,38.7948720000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"117",{18EF472F-EB9C-4E93-B52A-4598E410517C},"5510",REDMAN AVE,LUSHER RD,REDMAN @ LUSHER WB,NS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","6.134334","16.62264",None,no,"0",No,"3075","1","0","0",,"0",,"0",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:42.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.232922,38.78574,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"118",{1B916C3F-3694-4D91-8206-08123B627B33},"5511",BENHAM RD,SHEFFIELD DR,BENHAM @ SHEFFIELD SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","0.395485","4.80053",None,no,"1",No,"3071","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:43.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.232713,38.7908390000001,ST. LOUIS COUNTY,Black Jack city
"119",{BEE8121F-9031-488E-A774-3587046DB804},"5514",BENHAM RD,PARC CHARLENE DR,BENHAM @ PARC CHARLENE SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","0.563404","0.735434",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:43.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2285639999999,38.802421,ST. LOUIS COUNTY,Black Jack city
"120",{6F3FECC3-FFDD-4DC4-BBBE-248E65D8179E},"5515",BENHAM RD,LAKESIDE HILLS DR,BENHAM @ LAKESIDE HILLS SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","0.804626","2.628849",None,no,"1",No,"3071","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:43.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.228393,38.804203,ST. LOUIS COUNTY,Black Jack city
"121",{94715CFC-C72D-472B-BF73-502403842B47},"5517",BENHAM RD,JAMESTOWN WAY DR,BENHAM @ JAMESTOWN WAY SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes Sholder compliant,"0","4.687724","11.58082",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:44.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2285899999999,38.8091390000001,ST. LOUIS COUNTY,Black Jack city
"122",{FDD3E714-7B65-4100-852E-41A2B487E47E},"5518",LINDBERGH,OPP 6768 LINDBERGH,6768 LINDBERGH WB,MB,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","0.940869","0.32681",None,no,"1",No,"3071","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:44.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2371679999999,38.819619,ST. LOUIS COUNTY,Black Jack city
"123",{DF227A67-E4BE-4CCF-8BB0-2A7C77066DA5},"5519",LINDBERGH BLVD US HWY 67,FOX MANOR DR,LINDBERGH @ FOX MANOR EB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","0","0.114906",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:44.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.239742,38.8199940000001,ST. LOUIS COUNTY,Black Jack city
"124",{56E1B5B8-D9B1-4DD7-8032-4EBC911EAD7B},"5525",LINDBERGH BLVD US HWY 67,ASHBURY MEADOWS DR,LINDBERGH @ ASHBURY MEADOWS WB,MB,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","3.293965","0.250289",None,no,"1",No,"3071","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:46.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.285138,38.8153320000001,ST. LOUIS COUNTY,Florissant city
"125",{424F5E44-FE34-4A89-B9F9-8500469FF517},"5561",N LINDBERGH BLVD,OLD ST CHARLES RD,LINDBERGH @ OLD ST. CHARLES SB,FS,NO,NO,NO,YES,YES,ST ANN,Assessment complete,No,,Nearby Structure,No pad,,"0","21.1977","43.06442",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:52.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,Bench,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.404793,38.730957,ST. LOUIS COUNTY,Bridgeton city
"126",{296E09C6-A577-47B6-B867-6766A969BC5B},"5562",N LINDBERGH BLVD,WHITEHALL MANOR DR,LINDBERGH @ WHITEHALL MANOR SB,FS,NO,NO,NO,NO,YES,ST ANN,Assessment complete,No,,Nearby Structure,No small,Yes SW compliant,"0","15.53867","19.49735",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:31:52.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.407097,38.7232460000001,ST. LOUIS COUNTY,Bridgeton city
"127",{D97AFE96-9857-47B3-9EBF-5D3246199E78},"5605",S LINDBERGH BLVD,GEYER RD,LINDBERGH @ GEYER SB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes Sholder compliant,"0","0","0.964687",None,no,"1",No,"3049","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:31:57.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.388742,38.536167,ST. LOUIS COUNTY,Sunset Hills city
