OBJECTID,globalid,stopID,onSt,atSt,stopName,STP_P,BNCH,SHLT,TRF,_ADA,PUB_WAY,JURIS,AssessStatus,StNameChg,StNameChg2,Lighting,ADAPad,ROW_ADA,Sidewalk,Avg_Brd,Avg_Alght,Meter1,InstallPoleYN,TStopHoles,installInfo,routes,TNPExistingPoles,TParkPoles,TParkHoles,tParkPolesInstalled,tParkSigns,tParkSignsInstalled,Tholes,assignedPos,assignedInstSurf,installSurface,installPos,distToIntersection,estimated_irregular_distance_to,installBusStopPole,NPSurface,parkSignRear,parkSignNSFront,parkSignMBFront,parkSignFarside,installToSpec,install_comments,approved,approvalComments,delayInstall,CreationDate,Creator,EditDate,Editor,delayReason,delayResolved,delayComment,delayComments,initComments,curbCuts,ImprovPrior1,ImprovPrior2,BnchShelt,_Cost,AdoptA1,AdoptA2,ParkSign1,ParkSign2,STATE,COUNTY,POINT_X,POINT_Y,new_county,new_juris
"321",{22C2BE7D-382E-4847-A8DB-B327B1D95638},"9411",UNION RD,SOUTHERN AIRE DR,UNION @ SOUTHERN AIRE NB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes SW compliant,"0","1.290216","0",None,no,"1",No,"3017","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:24.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.323731,38.518264,ST. LOUIS COUNTY,Green Park city
"322",{4ACCF911-647C-4B2D-9F9D-E756D722B400},"9415",UNION RD,GREENPARK RD,UNION @ GREENPARK NB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No small,Yes SW compliant,"0","2.501031","2.440588",None,no,"0",No,"3017","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:24.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.31924,38.52286,ST. LOUIS COUNTY,Green Park city
"323",{4BCE68A7-54E1-45E7-ABB7-1AADE5B0FE28},"9417",UNION RD,UNION TERRACE DR,UNION @ UNION TERRACE NB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes SW compliant,"0","0.058823","0.052631",None,no,"0",No,"3017","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:24.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.316181,38.526075,ST. LOUIS COUNTY,Green Park city
"324",{27A869AC-8422-4B4B-B0F7-DC9EEC940265},"9418",UNION RD,GREENPARK RD,UNION @ GREEN PARK NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No, , ,No small,Yes SW compliant,"0","0.366515","0.17647",None,no,"1","Yes, reset","3017","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:24.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,, ,"0",Low, ,No, ,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.31472,38.527749,ST. LOUIS COUNTY,Green Park city
"325",{6544CED7-DA5E-470B-A3C1-8813254EACE3},"9419",UNION RD,REAVIS BARRACKS RD,UNION @ REAVIS BARRACKS NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","0.597284","0.427244",None,no,"1",No,"3017","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:25.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.31143,38.5310720000001,ST. LOUIS COUNTY,Green Park city
"326",{F1DA2AC1-1923-467B-B6A1-F4CC653136F3},"9726",NEW HALL FERRY,PATTERSON RD,NEW HALLS FERRY @ PATTERSON SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","1.630521","4.137218",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:41.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.309273,38.825066,ST. LOUIS COUNTY,Florissant city
"327",{FE90DB9C-EA1D-49EE-85D0-BECBFF8BD82F},"9733",PATTERSON RD,TURN LANE NEW HALLS FERRY TO PATTERSON,PATTERSON @ NEW HALLS FERRY WB,FS,NO,NO,NO,YES,NO,ST LOUIS COUNTY,No Service,No, , ,No pad, ,"0","9.654804","0.743977",None,no,"0",No,"3071","0","0","0",,"0",,"0",FS,,unknown,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:43.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,, ,"0", , ,No, , ,No,None present, ,MO,ST LOUIS COUNTY,-90.3109249999999,38.8256460000001,ST. LOUIS COUNTY,Florissant city
"328",{85A2FFE1-0B18-4680-866C-27120C55D4FA},"9799",BIG BEND RD,TOWERVIEW DR,BIG BEND @ TOWERVIEW WB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes Sholder compliant,"0","0.242857","0",None,no,"1",No,"4058","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:38:48.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.464709,38.5674670000001,ST. LOUIS COUNTY,Valley Park city
"329",{122A096A-5172-4384-9FC5-D3E6F9CBAB06},"9801",BIG BEND RD,HUNTINGTON HILL DR,BIG BEND @ HUNTINGTON HILL WB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","0","1.119047",None,no,"1",No,"4058","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:48.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.481286,38.568723,ST. LOUIS COUNTY,Manchester city
"330",{DD4B9D3D-45A1-4A23-8C08-7E42AEF652D2},"9814",BIG BEND RD,WESTBROOKE VILLAGE DR,BIG BEND @ WESTBROOK VILLAGE WB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No small,Yes SW compliant,"0","0","0",None,no,"1",No,"4058","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:50.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.515114,38.567259,ST. LOUIS COUNTY,Manchester city
"331",{833B1862-FE6A-4FD2-BEB7-33833BD671FC},"9816",BIG BEND RD,TREETOP TRAIL DR,BIG BEND @ TREETOP TRAIL WB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","0","1.166666",None,no,"0",No,"4058","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:50.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.521866,38.568228,ST. LOUIS COUNTY,Manchester city
"332",{F25CDD76-F63E-4EF0-8090-05B38B9C7DCC},"9900",REDMAN AVE,LUSHER RD,REDMAN @ LUSHER EB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","13.9721","3.866067",None,no,"0",No,"3075","0","0","0",,"0",,"0",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.232633,38.7856850000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"333",{CC99132B-5894-4414-8A6A-61E9ACFE5A9A},"9908",LUSHER RD,REDMAN AVE,LUSHER @ REDMAN NB,FS,YES,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes Sholder compliant,"0","5.931015","7.340747",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,QT,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.233729,38.7859760000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"334",{D9542A0F-3209-4513-8956-97830412F4CF},"9909",LUSHER RD,SIESTA LN,LUSHER @ SIESTA NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","1.357275","0.897142",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2327339999999,38.788391,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"335",{A39AB052-8C26-456E-A4F5-29C20427C551},"9911",N LUSHER RD,N VICTORIAN VILLAGE DR,LUSHER @ VICTORIAN VILLAGE NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","4.709721","0.366582",None,no,"1",No,"3071","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2312449999999,38.791973,ST. LOUIS COUNTY,Black Jack city
"336",{D91C3B3B-E4B2-4803-92F4-DFFB62A518E3},"10033",S LINDBERGH BLVD,COUWELS DR,LINDBERGH @ FLORI EB,NS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,No small,Yes Sholder compliant,"0","6.910666","4.656799",None,no,"1",No,"3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.343551,38.5196720000001,ST. LOUIS COUNTY,Green Park city
"337",{DDC3A3DA-CE33-45BD-9AFE-C00D82FEC7F8},"10035",S LINDBERGH BLVD,E CONCORD RD,LINDBERGH @ CONCORD EB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,No Sholder Narrow,"3","3.889596","5.758169",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.342021,38.51421,ST. LOUIS COUNTY,Green Park city
"338",{6CA5EC2D-3301-4214-A67D-18D12B68208F},"10126",NEW HALLS FERRY ROAD,DUN ROAD,NEW HALLS FERRY @ DUNN SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","5.609323","3.176786",None,no,"1",No,"3071, 3078","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:15.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Applebees,"0",Low,,No,"Over $10,000",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.268674,38.7721000000001,ST. LOUIS COUNTY,Ferguson city
"339",{2FF0C6A6-5C75-49F7-9401-69E1F3249001},"10129",HALLS FERRY RD,OLD MANOR RD,HALLS FERRY @ OLD MANOR SB,FS,NO,NO,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","3.665349","1.781636",None,no,"0",No,"4174","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.258654,38.76318,ST. LOUIS COUNTY,Ferguson city
"340",{AABD421E-4CCC-4851-9A4B-9C605F2651B5},"10130",HALLS FERRY RD,IBIS CT,HALLS FERRY @ IBIS COURT SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","0.742721","0.250978",None,no,"1",No,"4174","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2578339999999,38.760815,ST. LOUIS COUNTY,Ferguson city
"341",{E3629A11-A557-41A0-AD0E-1AD159D20FF3},"10131",MO-AC,HUDSON RD,HALLS FERRY @ HUDSON SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Needs reassessment,No,,No,No pad,Yes SW compliant,"0","9.436854","2.18179",None,no,"1","Yes, reset","4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Remove stop from electric pole and place on Metro breakaway in ground pole.,"1",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2572939999999,38.7590000000001,ST. LOUIS COUNTY,Dellwood city
"342",{C8FBDADC-324F-443E-9CDD-2C157C58A807},"10132",HALLS FERRY RD,S CAPITOL DR,HALLS FERRY @ CAPITOL SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","0.55882","0.434802",None,no,"1",No,"4174","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:16.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.255995,38.7548100000001,ST. LOUIS COUNTY,Moline Acres city
"343",{0BAA7B33-AFF5-4E3F-AF60-B8918352E56C},"10133",MO-AC,EMPIRE DR,HALLS FERRY @ EMPIRE SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","9.139383","1.944605",None,no,"1",No,"4174","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2552919999999,38.7524970000001,ST. LOUIS COUNTY,Moline Acres city
"344",{72469476-39E8-47FF-9D61-31BE5DE98D6E},"10134",HALLS FERRY RD,CHAMBERS RD,HALLS FERRY @ CHAMBERS SB,FS,YES,YES,YES,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","34.8098","8.953861",None,no,"0",No,"4174","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.254129,38.74854,ST. LOUIS COUNTY,Moline Acres city
"345",{4341F12F-377F-4CF7-B8E4-A3038B21B294},"10135",HALLS FERRY RD,HECHT AVE,HALLS FERRY @ HECHT SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","6.526656","2.072422",None,no,"0",No,"4174","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.253722,38.7472300000001,ST. LOUIS COUNTY,Moline Acres city
"346",{69FBF359-CB39-4C62-8868-0C1F2E1AE5F0},"10137",HALLS FERRY RD,LUCAS AND HUNT RD,HALLS FERRY @ LUCAS-HUNT SB,MB,NO,NO,YES,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","9.459609","5.681838",None,no,"1",No,"3064, 4174","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:17.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$1,000-$2,499",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2517139999999,38.740953,ST. LOUIS COUNTY,Moline Acres city
"347",{6C6957FF-2427-4DFB-9A9D-7F7B21D9116E},"10139",HALLS FERRY RD,DORWOOD DR,HALLS FERRY @ DORWOOD SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,,No pad,Yes SW compliant,"0","6.457127","1.736506",None,no,"1",No,"3064, 4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"2",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.250597,38.738886,ST. LOUIS COUNTY,Jennings city
"348",{2B2DA3AB-1952-4076-A305-D350DD4DE1FA},"10141",MO-AC,ST CYR RD,HALLS FERRY @ ST. CYR SB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes SW compliant,"0","4.067519","2.347552",None,no,"0",No,"3064, 4174","1","0","0",,"0",,"0",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:18.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.248677,38.735938,ST. LOUIS COUNTY,Jennings city
"349",{7295C479-2512-47D1-88DB-874A79EC2180},"10148",HALLS FERRY RD,ST CYR RD,HALLS FERRY @ ST. CYR NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","6.011242","4.45717",None,no,"1",No,"3064, 4174","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.248241,38.7355620000001,ST. LOUIS COUNTY,Jennings city
"350",{91A8AB6F-850C-47F3-95AB-9484DFEADE13},"10150",HALLS FERRY RD,DORWOOD DR,HALLS FERRY @ DORWOOD NB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","9.957785","12.42613",None,no,"1",No,"3064, 4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$1,000-$2,499",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2506529999999,38.7393210000001,ST. LOUIS COUNTY,Jennings city
"351",{BCF7C786-8713-4373-AA75-2BB2463645AC},"10152",HALLS FERRY RD,LUCAS-HUNT RD,HALLS FERRY @ LUCAS-HUNT NB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","8.919866","8.284296",None,no,"1",No,"4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:19.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.252291,38.743046,ST. LOUIS COUNTY,Moline Acres city
"352",{698D7BE2-AF5E-4D6D-8675-35100BB88E0A},"10154",HALLS FERRY RD,HECHT AVE,HALLS FERRY @ HECHT NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","6.094192","16.75714",None,no,"1",No,"4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:20.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2536949999999,38.7477440000001,ST. LOUIS COUNTY,Moline Acres city
"353",{9D018009-200F-4966-975B-95BB6960CF70},"10155",HALLS FERRY RD,CHAMBERS RD,HALLS FERRY @ CHAMBERS NB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","7.21785","17.3838",None,no,"1",No,"4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:20.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.254333,38.749918,ST. LOUIS COUNTY,Moline Acres city
"354",{9CCB69C3-FB31-44EA-AF79-D0EB6F02E95B},"10157",HALLS FERRY RD,S CAPITOL DR,HALLS FERRY @ CAPITOL NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","3.677751","4.135151",None,no,"1",No,"4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:20.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2558549999999,38.754911,ST. LOUIS COUNTY,Moline Acres city
"355",{5F833745-6AAF-4C08-8437-58F4464C8D9C},"10158",HALLS FERRY RD,HUDSON RD,HALLS FERRY @ HUDSON NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","1.62313","4.873306",None,no,"1",No,"4174","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:20.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.257073,38.758853,ST. LOUIS COUNTY,Dellwood city
"356",{9E708BEC-348A-4B63-B658-3A66237FDD42},"10159",HALLS FERRY RD,IBIS CT,HALLS FERRY @ IBIS COURT NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","0.38123","0.502193",None,no,"1","Yes, reset","4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:21.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Remove from electric pole and place on Metro breakaway in ground.,"1",Low,,No,$0-$999,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.25758,38.7605800000001,ST. LOUIS COUNTY,Ferguson city
"357",{8E62A331-E77F-4E8D-BA8C-84ED23A3B6A1},"10160",HALLS FERRY RD,VORHOF DR,HALLS FERRY @ VORHOF NB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","1.016152","2.513924",None,no,"1",No,"4174","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:21.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.258258,38.7626950000001,ST. LOUIS COUNTY,Ferguson city
"358",{BF8A1BDE-99F8-4C3C-B76C-DD5B7317C98D},"10163",NEW HALLS FERRY ROAD,DUNN ROAD,NEW HALLS FERRY @ DUNN NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","5.006969","5.03371",None,no,"1",No,"3071, 3078","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:22.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,QT,"4",Low,,No,"$2,5000-$4,999",Yes,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2684369999999,38.772183,ST. LOUIS COUNTY,Ferguson city
"359",{6A4BD70E-BFD3-4155-8349-281C0D6B8B86},"10220",MODOT PARK-RIDE LOT: REAVIS BARRACKS & I-55 LOOP,,SPOKANE @ REAVIS PARK-RIDE,FS,NO,NO,YES,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,No Sholder Narrow,"0","3.998646","5.127817",None,no,"1",No,"4073","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:23.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$2,5000-$4,999",No,"Yes, other",None present,None Location,MO,ST LOUIS COUNTY,-90.3132679999999,38.5328270000001,ST. LOUIS COUNTY,Green Park city
"360",{89935BD8-9A9C-48EC-BFBE-C807F3B4B4D9},"10345",S LINDBERGH BLVD,OPP COUNTY LIBRARY,LINDBERGH @ COUNTY LIBRARY SB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,No,No small,Yes SW compliant,"0","2.933025","0.840978",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:39:26.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,"Move stop 100' from corner, don't block speed limit sign","0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.405921,38.6288910000001,ST. LOUIS COUNTY,Frontenac city
